description	TRUE	dict+rule	Stanza	TJBatch	transformer-bert	spacy	ht-bert	fine-tuned-bert	whole-mask-bert
Sales 128.00 117.56	[]	[]	[]	set()	[]	[]	[]	[]	[]
Current 12.00 9.94	[]	[]	[]	set()	[]	[]	[]	[]	[]
Net 6.20 5.36	[]	[]	[]	set()	[]	[]	[]	[]	[]
EPS 143.56 yen 127.64 yen	[]	['yen']	[]	set()	[]	[]	[]	[]	[]
Ord div 30.00 yen 30.00 yen	[]	['yen']	[]	set()	[]	[]	[]	[]	[]
NOTE - Sangetsu Co Ltd is a trader specialising in interiors .	[]	[]	[]	set()	[]	[]	[]	[]	['ets']
Bre-X , Barrick said to continue Busang talks .	[]	['bre']	[]	set()	[]	['barrick', 'busang']	['Bre', 'X', 'Barrick', 'Busang']	['Barrick']	['barrick']
K.T. Arasu	[]	[]	['K.T. Arasu']	set()	['K', 'T', '.', 'Arasu']	['k.t. arasu']	['K', 'T', 'Arasu']	['Arasu']	['k', '.', 't', '.', 'arasu']
JAKARTA 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Canada 's Bre-X Minerals Ltd and Barrick Gold Corp are to continue negotiations to hammer out a partnership agreement to develop the spectacular Busang gold find in Indonesia , sources close to the talks said on Friday .	[]	['bre']	['Barrick Gold']	['indonesia']	[]	[]	['Bre', 'X', 'Minerals', 'Ltd', 'Gold', 'Corp']	[]	[]
""" The negotiations will be held both in Toronto and in Jakarta , "" one source , speaking on condition of anonymity , told Reuters ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Another source said most of the key negotiators from both Bre-X and Barrick had returned to Toronto , but declined to say if there had been any progress in their negotiations .	[]	['bre', 'progress']	[]	set()	[]	[]	['X', 'Barrick']	['Barrick']	['barrick']
Both sources said Bre-X and Barrick did not hold talks on Thursday with Mines and Energy Ministry Secretary-General Umar Said , who is coordinating the negotiations over the Busang find in East Kalimantan .	['Umar', 'Said']	['bre']	['Umar Said']	set()	['Umar', 'Said']	['bre', 'x', 'barrick', 'umar said']	['Barrick']	['Barrick', 'Umar', 'Said']	['Umar', 'barrick', 'umar']
The first source also said Bre-X had until December 21 to submit to the Indonesian Mines and Energy Ministry a feasibility study on the central region of the Busang property , estimated to contain 2.6 million ounces of gold .	[]	['bre']	[]	set()	[]	[]	['Bre', 'X']	[]	[]
The richest parts of the property to the north and south of the central region have been estimated by Bre-X to contain 57 million ounces of gold .	[]	['bre']	[]	set()	[]	[]	['Bre', 'X']	[]	[]
""" Bre-X is expected to complete the feasibility report by December 16 and submit it to the government before the December 21 deadline , "" the source said ."	[]	['bre']	[]	set()	[]	[]	['Bre', 'X']	[]	[]
He said Bre-X would then formally seek the permission of the Indonesian government to begin construction to develop Busang 's central region , which might take up to two years .	[]	['bre']	[]	set()	[]	[]	['Bre', 'X']	[]	[]
The source declined to say if there had been any progress in the talks between Bre-X and Barrick .	[]	['progress', 'bre']	[]	set()	[]	['barrick']	['X']	[]	['barrick']
""" This is a huge project ..."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"we are not selling furniture , and Bre-X has 13,000 shareholders to answer to , "" the source said ."	[]	['bre']	[]	set()	[]	[]	['Bre', 'X']	[]	[]
""" While there has been some agreement in principle on some issues , there are still others such as procedures and mechanisms that needed to be sorted out , "" he added ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
The source said no new deadline had been set by the Mines and Energy Ministry for Bre-X and Barrick to strike a deal .	[]	['bre']	[]	set()	[]	[]	['X']	[]	[]
The Ministry had given the companies until December 4 to complete a partnership deal , and advised Bre-X to take a 25 percent stake and Barrick 75 percent to develop the property .	[]	['bre']	[]	set()	[]	[]	['Bre']	[]	[]
""" As far as I am aware , there 's been no new deadline , "" the source said ."	[]	[]	[]	set()	[]	[]	['I']	[]	[]
The Ministry 's Umar said on Thursday that both Bre-X and Barrick had responded positively to a government letter recommending a 25-75 split in the Busang gold property .	['Umar']	['bre']	[]	set()	['Umar']	['umar']	['X', 'Barrick']	['Umar', 'Barrick']	['Umar', 'umar', 'barrick']
The government also wants 10 percent of the property .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Umar said the government had yet to receive a formal reply from the companies .	['Umar']	[]	['Umar']	set()	['Umar']	['umar']	[]	['Umar']	['Umar', 'umar']
He had said earlier that if the two companies failed to reach a partnership agreement , the government would explore other ways to expedite development of the Busang find .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Bre-X has a partnership deal with PT Panutan Duta of the Panutan Group run by President Suharto 's eldest son , Sigit Harjojudanto , under which Panutan would receive $ 40 million over 40 months plus a 10 percent stake Busang 's richest parts .	['PT', 'Panutan', 'Duta', 'Suharto', 'Sigit', 'Harjojudanto', 'Panutan']	['bre']	['Suharto', 'Sigit Harjojudanto']	set()	['Suharto', 'Sigitr', 'Harjoju']	['suharto', 'sigit harjojudanto']	['X', 'Duta', 'Suharto', 'Panutan']	['Suharto', 'Sigit', 'Harjojudanto']	['Sigit', 'Harjojudanto', 'Suharto', 'suharto', 'sigit', 'harjojudanto']
"Barrick has teamed up with a construction company in the Citra Group of Suharto 's eldest daughter , Siti Hardianti Rukmana , in what Barrick had said was a partnership "" to prepare us for a potential mining development project "" ."	['Suharto', 'Siti', 'Hardianti', 'Rukmana']	[]	['Siti Hardianti Rukmana']	['siti']	['Suharto', 'Sitiiant', 'Hardianti', 'Rukmana']	['suharto', 'siti hardianti rukmana', 'barrick']	['Barrick', 'Group', 'Siti', 'Rukmana']	['Barrick', 'Suharto', 'Siti', 'Hardianti', 'Rukmana', 'Barrick']	['Suharto', 'Rukmana', 'Hardianti', 'Siti', 'barrick', 'suharto', 'siti', 'hardianti', 'rukmana', 'barrick']
Honda RV exceeds sales target .	[]	[]	[]	set()	[]	[]	['Honda']	[]	[]
TOKYO 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Honda Motor Co Ltd said on Friday that it had received 15,000 domestic orders for its S-MX recreational vehicle in the first two weeks after its launch .	[]	['s']	[]	set()	[]	[]	['Honda', 'Motor', 'Co', 'MX']	[]	[]
Honda launched the S-MX light minivan , featuring cubic body styling , on November 22 with a monthly sales target of 5,000 units .	[]	[]	[]	set()	[]	[]	[]	[]	[]
A version with lower road clearance and front and rear spoilers accounted for two-thirds of the sales .	[]	[]	[]	set()	[]	[]	[]	[]	[]
FEATURE - Singapore sees prestige in hosting WTO .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Ramthan Hussain	['Ramthan', 'Hussain']	[]	['Ramthan Hussain']	set()	['Ramthan', 'Hussain']	['ramthan hussain']	['Ramthan', 'Hussain']	['Ramthan', 'Hussain']	['Ramthan', 'ramthan']
SINGAPORE 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Singapore 's winning campaign to host the World Trade Organisation ( WTO ) 's first ministerial meeting reflected its ambition to play a key role in shaping global free trade , the lifeblood of its economy , analysts said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" As one of the world 's most externally oriented economies , Singapore has a disproportionately large stake in the WTO , "" said Desmond Supple , economist at research house I.D.E.A ."	['Desmond', 'Supple']	[]	['Desmond Supple']	set()	['Desmond', 'Supple']	['desmond supple']	['Desmond', 'Supple']	['Desmond', 'Supple']	['Supple', 'Desmond', 'desmond', 'supple']
""" Singapore stands to benefit more than most from continued global trade liberalisation as trade is the engine of its growth , accounting for nearly three times its gross domestic product . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
The city-state met U.S. opposition two years ago in its bid to host the meeting , expected to gather 4,000 officials from 160 countries from December 9 to 13 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
In a stand some analysts linked to controversy over Singapore 's caning of an American teenager for vandalism , then-U.S. Trade Representative Mickey Kantor had said the meeting ought to be held where the WTO was going to be headquartered .	['Mickey', 'Kantor']	['mickey']	['Mickey Kantor']	set()	['Mickey', 'Kantor']	['mickey kantor']	['Representative', 'Mickey', 'Kantor']	['Mickey', 'Kantor']	['Kantor', 'Mickey', 'mickey', 'kantor']
That would have meant Geneva .	[]	['geneva']	[]	set()	[]	[]	['Geneva']	[]	[]
But Singapore had the support of other WTO members .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Derek da Cunha , senior fellow at the Institute of Policy Studies ( ISEAS ) , said Singapore 's hosting of the conference "" carries a great deal of symbolism for the city-state , underscoring its commitment to free trade and its trading links across the globe . """	['Derek', 'da', 'Cunha']	[]	['Derek da Cunha']	set()	['Derek', 'da', 'Cunha']	['derek da cunha']	[]	['Derek', 'da', 'Cunha']	['Cunha', 'Derek', 'da', 'derek', 'da', 'cunha']
"There is the international prestige Singapore would enjoy , but "" more importantly there is a genuine national interest in fostering better global free trade and an open market "" , said Tan Kong Yam , head of Business Policy at the National University of Singapore ."	['Tan', 'Kong', 'Yam']	[]	['Tan Kong Yam']	set()	['Tan', 'Kong', 'Yam']	['tan kong yam']	[]	['Tan', 'Kong', 'Yam']	['Yam', 'Tan', 'Kong', 'tan', 'kong', 'yam']
At the ministerial meeting , trade ministers will review the work of the WTO and the implementation of the Uruguay Round free trade commitments under its predecessor the General Agreement on Tariffs and Trade ( GATT ) .	[]	[]	[]	set()	[]	[]	['Trade']	[]	[]
In June , the WTO hailed Singapore for its open market policies but the European Union and other trading powers called on Singapore to speed up the opening of its services sector .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Supple said the struggle that Singapore had to wage in vying to host the meeting would be repeated during the talks .	['Supple']	[]	['Supple']	set()	['Supple']	[]	[]	['Supple']	['su']
""" There is tension at every step of the way , "" since a battle line between the West and developing countries has been drawn over the issue of linking trade liberalisation with labour rights , he said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Supple said hosting the meeting carried prestige for Singapore , "" however , this is quite intangible as the prestige factor may not necessarily lead to any additional investment and trade flows to this region . """	['Supple']	[]	[]	['may']	['Supple']	[]	[]	['Supple']	[]
From a commercial point of view , the meeting would be good for Singapore 's tourism industry , Tan said .	['Tan']	[]	['Tan']	set()	['Tan']	['tan']	[]	['Tan']	['Tan', 'tan']
"A large part of Singapore 's workforce would be mobilised to ensure the meeting would run without a glitch but the average Singaporean "" would probably not be too concerned about some of the issues , "" Tan said ."	['Tan']	[]	['Tan']	set()	['Tan']	['tan']	[]	['Tan']	['Tan', 'tan']
""" But the more educated public will realise that these kind of things are important for Singapore as a small economy . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
Supple said any political gains the Singapore government would get from the WTO meeting -- ahead of a general election due by April 1997 -- would depend on how successful it was in pushing its economic agenda .	['Supple']	[]	[]	['april']	['Supple']	[]	['Supple']	['Supple']	['su']
""" If there are any movements toward freer trade , then Singapore 's economy and the electorate would gain , "" he said . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
But I do n't think it would be wise to play up the political aspect of this .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"I think political issues will take secondary importance to all these economic issues that will be displayed . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
Japan NTT says hopes to start int'l business soon .	[]	[]	[]	set()	[]	[]	['NTT']	[]	[]
TOKYO 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Nippon Telegraph and Telephone Corp ( NTT ) said on Friday that it hopes to move into the international telecommunications business as soon as possible following the government 's decision to split NTT into three firms under a holding company .	[]	[]	[]	set()	[]	[]	['Nippon', 'NTT', 'NTT']	[]	[]
""" We hope to start international telephone business as soon as possible , "" a company official told Reuters ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
The official said the latest government decision to split the company under a holding company would allow flexibility in NTT 's international phone business .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Earlier , Posts and Telecommunications Minister Hisao Horinouchi told a news conference the government plans to split NTT into three firms under a holding company , but did not specify when the restructuring would likely take effect .	['Hisao', 'Horinouchi']	[]	['Hisao Horinouchi']	set()	['Hisaorino', 'Horinouchi']	['hisao horinouchi']	['NTT']	['Hisao', 'Horinouchi']	['Hisao', 'Horinouchi', 'hisao', 'horinouchi']
One of the three new companies will be a long-distance operator and the other two will be local-call operators , Horinouchi said .	['Horinouchi']	[]	[]	set()	['Horinouchi']	['horinouchi']	[]	['Horinouchi']	['Horinouchi', 'horinouchi']
One of the local firms will operate in west Japan and the other in east Japan , he added .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The long-distance operator will offer international services , Horinouchi said .	['Horinouchi']	[]	[]	set()	['Horinouchi']	['horinouchi']	[]	['Horinouchi']	['Horinouchi', 'horinouchi']
The NTT official said the timing of the planned split-up was uncertain because more discussions by government officials were required .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Ahold launches Asian food discount stores .	[]	[]	[]	set()	[]	[]	[]	[]	[]
ZAANDAM , Netherlands 1996-12-06	[]	[]	[]	set()	[]	[]	[]	[]	[]
Dutch supermarkets group Ahold NV said on Friday it had launched a second food store format for Asian consumers today , opening 16 BILO food discount stores in Malaysia .	[]	['malaysia']	[]	set()	[]	[]	['Ahold']	[]	[]
The BILO stores are located in Malysia 's capital Kuala Lumpur and in the country 's second city Johor Bahru .	[]	[]	[]	set()	[]	[]	['Kuala', 'Johor', 'Bahru']	[]	[]
The discount price format store BILO is to complement Ahold 's full service supermarket TOPS , recently launched in Asia .	[]	[]	[]	['asia']	[]	[]	[]	[]	[]
""" In the coming five to ten years , Ahold plans to open many more stores of both formats , making TOPS and BILO household names in the region , "" Ahold said in a statement ."	[]	[]	[]	set()	[]	[]	[]	[]	['ahold']
As well as its activities in Asia , Dutch retail group Ahold has a strong presence in Europe , in the U.S. and the company recently announced a joint venture agreement in Brazil .	[]	[]	[]	['asia']	[]	[]	['Ahold']	[]	[]
Ahold has annualised sales of approximately US$ 24 billion , and employs 180,000 people worldwide .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Amsterdam newsroom +31 20 504 5000 , Fax +31 20 504 504	[]	[]	[]	set()	[]	[]	[]	[]	[]
ALPINE SKIING-WOMEN 'S WORLD CUP SUPER G WINNER PROFILE .	[]	[]	[]	set()	[]	[]	[]	['ALPINE']	['w']
VAIL , Colorado 1996-12-07	[]	['vail']	[]	set()	[]	[]	[]	[]	[]
Profile of the winner of Saturday 's women 's World Cup super G race :	[]	[]	[]	set()	[]	[]	[]	[]	[]
Name : Svetlana Gladishiva	['Svetlana', 'Gladishiva']	['svetlana']	['Svetlana Gladishiva']	['svetlana']	['Svetlana', 'Gladishiva']	['svetlana gladishiva']	[]	['Svetlana', 'Gladishiva']	['Svetlana', 'svetlana', 'gladishi']
Age : 25	[]	[]	[]	set()	[]	[]	[]	[]	[]
Nation : Russia	[]	[]	[]	set()	[]	[]	[]	[]	[]
Previous World Cup victories : None	[]	[]	[]	set()	[]	[]	[]	[]	[]
Other Facts : Gladishiva won a silver medal in super G at the 1994 Lillehammer Winter Olympics and a bronze medal in downhill at the 1991 World Championships .	['Gladishiva']	['winter', 'silver']	['Gladishiva']	set()	['Gladishiva']	['gladishiva']	[]	['Gladishiva']	['Gladishiva', 'gladishiva']
ALPINE SKIING-WOMEN 'S WORLD CUP SUPER G RESULTS .	[]	[]	[]	set()	[]	[]	[]	['ALPINE']	['w']
VAIL , Colorado 1996-12-07	[]	['vail']	[]	set()	[]	[]	[]	[]	[]
Provisional results from	[]	[]	[]	set()	[]	[]	[]	[]	[]
Saturday 's women 's World Cup super G race :	[]	[]	[]	set()	[]	[]	[]	[]	[]
1. Svetlana Gladishiva ( Russia ) one minute 17.76 seconds	['Svetlana', 'Gladishiva']	['svetlana']	['Svetlana Gladishiva']	['svetlana']	['.', 'Svetlana', 'Gladishiva']	['svetlana gladishiva']	[]	[]	['Svetlana', 'Gladishiva', 'svetlana', 'gladishiva']
2. Pernila Wiberg ( Sweden ) 1:17.97	['Pernila', 'Wiberg']	[]	['Pernila Wiberg']	set()	['.', 'Pernila', 'Wiberg']	['pernila wiberg']	['Pernila', 'Wiberg']	['Pernila']	['Wiberg', 'Pernila', 'pernila', 'wiberg']
3. Carole Montillet ( France ) 1:18.11	['Carole', 'Montillet']	[]	['Carole Montillet']	set()	['.', 'Carole', 'Montillet']	['carole montillet']	['Carole', 'Montillet', 'France']	['Carole', 'Montillet']	['Montillet', 'Carole', 'carole', 'montillet']
4. Hilde Gerg ( Germany ) 1:18.15	['Hilde', 'Gerg']	[]	['Hilde Gerg']	set()	['.', 'Hildeer', 'Gerg']	['hilde gerg']	['Hilde', 'Gerg']	[]	['Hilde', 'Gerg', 'hilde', 'gerg']
5. Isolde Kostner ( Italy ) 1:18.19	['Isolde', 'Kostner']	['isolde']	['Isolde Kostner']	['isolde']	['.', 'Isolde', 'Kostner']	['isolde kostner']	['Kostner']	['Isolde', 'Kostner']	['Isolde', 'Kostner', 'isolde', 'kostner']
6. Warwara Zelenskaja ( Russia ) 1:18.21	['Warwara', 'Zelenskaja']	[]	['Warwara Zelenskaja']	set()	['.', 'Warwaraele', 'Zelenska']	['warwara zelenskaja']	['Zelenskaja']	[]	[]
