description	true_names
8. Bruno Eichmann ( Germany ) / Gerd Ruch ( Germany ) / Ralf Kelleners 	['Bruno', 'Eichmann', 'Gerd', 'Ruch', 'Ralf', 'Kelleners']
( Germany ) GT2 Roock Porsche 911 164 	[]
9. Stephane Ortelli ( France ) / Bob Wollek ( France ) / Franz Konrad 	['Stephane', 'Ortelli', 'Bob', 'Wollek', 'Franz', 'Konrad']
( Austria ) GT2 Konrad Porsche 911 164 	[]
10. Cor Euser ( Netherlands ) / H. Wada ( Japan ) / N. Furuya ( Japan ) GT2 	['Cor', 'Euser', 'H.', 'Wada', 'N.', 'Furuya']
Marcos LM600 162 	[]
Fastest lap : Gounon 2 minutes 03.684 seconds ( 170.680 kph ) 	['Gounon']
Championship standings after seven rounds : 	[]
1. Belim Weaver 156 points 	['Belim', 'Weaver']
2. Eichmann Ruch 116 	['Eichmann', 'Ruch']
3. Bscher 112 	['Bscher']
4. Gounon Bernard Belmondo 98 	['Gounon', 'Bernard', 'Belmondo']
5. Olofsson della Noce 93 	['Olofsson', 'della', 'Noce']
6. Owen-Jones Raphanel 82 	['Owen-Jones', 'Raphanel']
ATHLETICS - LEADING RESULTS AT SHEFFIELD INTERNATIONAL MEETING . 	[]
SHEFFIELD England 1996-08-25 	[]
Leading results at an 	[]
international meeting on Sunday : 	[]
Women 's triple jump 	[]
1. Sarka Kasparkova ( Czech Republic ) 14.84 metres 	['Sarka', 'Kasparkova']
2. Ashia Hansen ( Britain ) 14.78 	['Ashia', 'Hansen']
3. Rodica Matescu ( Romania ) 14.18 	['Rodica', 'Matescu']
Women 's 400 metres hurdles 	[]
1. Deon Hemmings ( Jamaica ) 55.13 seconds 	['Deon', 'Hemmings']
2. Anne Marken ( Belgium ) 55.90 	['Anne', 'Marken']
3. Susan Smith ( Ireland ) 56.00 	['Susan', 'Smith']
Women 's javelin 	[]
1. Isel Lopez ( Cuba ) 61.36 	['Isel', 'Lopez']
2. Louise McPaul ( Australia ) 60.66 	['Louise', 'McPaul']
3. Silke Renk ( Germany ) 60.66 	['Silke', 'Renk']
Women 's 200 metres 	[]
1. Cathy Freeman ( Australia ) 22.53 	['Cathy', 'Freeman']
2. Falilat Ogunkoya ( Nigeria ) 22.58 	['Falilat', 'Ogunkoya']
3. Juliet Cuthbert ( Jamaica ) 22.77 	['Juliet', 'Cuthbert']
100 metres hurdles 	[]
1. Dionne Rose ( Jamaica ) 12.83 	['Dionne', 'Rose']
2. Michelle Freeman ( Jamaica ) 12.91 	['Michelle', 'Freeman']
3. Gillian Russell ( Jamaica ) 12.95 	['Gillian', 'Russell']
Women 's 800 metres 	[]
1. Charmaine Crooks ( Canada ) two minutes 00.42 seconds 	['Charmaine', 'Crooks']
2. Inez Turner ( Jamaica ) 2:01.98 	['Inez', 'Turner']
3. Margaret Crowley ( Australia ) 2:02.40 	['Margaret', 'Crowley']
Men 's pole vault 	[]
1. Trond Bathel ( Norway ) 5.60 	['Trond', 'Bathel']
2. Pat Manson ( U.S. ) 5.60 	['Pat', 'Manson']
3. Tim Lobinger ( Germany ) 5.50 	['Tim', 'Lobinger']
Men 's javelin 	[]
1. Tom Pukstys ( U.S. ) 86.82 	['Tom', 'Pukstys']
2. Steve Backley ( Britain ) 82.20 	['Steve', 'Backley']
3. Nick Nieland ( Britain ) 81.12 	['Nick', 'Nieland']
Women 's 400 metres 	[]
1. Marcel Malone ( U.S. ) 51.50 	['Marcel', 'Malone']
2. Kim Graham ( U.S. ) 52.17 	['Kim', 'Graham']
3. Phylis Smith ( Britain ) 52.53 	['Phylis', 'Smith']
Men 's 200 metres 	[]
1. Jeff Williams ( U.S. ) 20.45 	['Jeff', 'Williams']
2. Doug Turner ( Britain ) 20.48 	['Doug', 'Turner']
3. John Regis ( Britain ) 20.63 	['John', 'Regis']
Men 's high jump 	[]
1. Charles Austin ( U.S. ) 2.30 	['Charles', 'Austin']
2. Tim Forsyth ( Australia ) 2.30 	['Tim', 'Forsyth']
3. Patrik Sjoberg ( Sweden ) 2.25 	['Patrik', 'Sjoberg']
Men 's 800 metres 	[]
1. Verbjorn Rodal ( Norway ) 1:44.93 	['Verbjorn', 'Rodal']
2. Benson Koech ( Kenya ) 1:45.96 	['Benson', 'Koech']
3. Vincent Malakwen ( Kenya ) 1:46.18 	['Vincent', 'Malakwen']
Men 's mile 	[]
1. William Tanui ( Kenya ) 3:54.57 	['William', 'Tanui']
2. John Mayock ( Britain ) 3:54.60 	['John', 'Mayock']
3. Tony Whiteman ( Britain ) 3:54.87 	['Tony', 'Whiteman']
Men 's 400 metres 	[]
1. Roger Black ( Britain ) 45.05 	['Roger', 'Black']
2. Mark Richardson ( Britain ) 45.38 	['Mark', 'Richardson']
3. Derek Mills ( U.S. ) 45.48 	['Derek', 'Mills']
Men 's 100 metres 	[]
1. Osmond Ezinwa ( Nigeria ) 10.06 	['Osmond', 'Ezinwa']
2. Ian Mackie ( Britain ) 10.17 	['Ian', 'Mackie']
3. Linford Christie ( Britain ) 10.19 	['Linford', 'Christie']
MOTOR RACING - BELGIAN GRAND PRIX RESULT . 	[]
SPA-FRANCORCHAMPS Belgium 1996-08-25 	[]
Result of 	[]
Sunday 's Belgian Grand Prix motor race : 	[]
1. Michael Schumacher ( Germany ) Ferrari 1 hour 28 minutes 	['Michael', 'Schumacher']
15.125 seconds ( average speed 208.442 kph ) 	[]
2. Jacques Villeneuve ( Canada ) Williams 5.602 seconds 	['Jacques', 'Villeneuve']
behind 	[]
3. Mika Hakkinen ( Finland ) McLaren 15.710 	['Mika', 'Hakkinen']
4. Jean Alesi ( France ) Benetton 19.125 	['Jean', 'Alesi']
5. Damon Hill ( Britain ) Williams 29.179 	['Damon', 'Hill', 'Williams']
6. Gerhard Berger ( Austria ) Benetton 29.896 	['Gerhard', 'Berger']
7. Mika Salo ( Finland ) Tyrrell 1:00.754 	['Mika', 'Salo']
8. Ukyo Katayama ( Japan ) Tyrrell 1:40.227 	['Ukyo', 'Katayama']
9. Ricardo Rosset ( Brazil ) Arrows one lap 	['Ricardo', 'Rosset']
10. Pedro Lamy ( Portugal ) Minardi one lap 	['Pedro', 'Lamy']
Did not finish : 	[]
11. David Coulthard ( Britain ) McLaren 37 laps completed 	['David', 'Coulthard']
12. Martin Brundle ( Britain ) Jordan 34 	['Martin', 'Brundle']
13. Eddie Irvine ( Britain ) Ferrari 29 	['Eddie', 'Irvine']
14. Rubens Barrichello ( Brazil ) Jordan 29 	['Rubens', 'Barrichello']
15. Pedro Diniz ( Brazil ) Ligier 22 	['Pedro', 'Diniz']
16. Jos Verstappen ( Netherland ) Arrows 11 	['Jos', 'Verstappen']
Did not start ( failed to complete one lap ) : 	[]
Olivier Panis ( France ) Ligier 	['Olivier', 'Panis']
Johnny Herbert ( Britain ) Sauber 	['Johnny', 'Herbert']
Heinz-Harald Frentzen ( Germany ) Sauber 	['Heinz-Harald', 'Frentzen']
Fastest lap : Berger 1:53.067 ( 221.857 kph ) 	['Berger']
MOTOR RACING - SCHUMACHER WINS BELGIAN GRAND PRIX . 	['SCHUMACHER']
SPA-FRANCOCHAMPS 1996-08-25 	[]
Michael Schumacher of 	['Michael', 'Schumacher']
Germany driving a Ferrari won the Belgian Grand Prix motor 	[]
race on Sunday . 	[]
Canada 's Jacques Villeneuve finished second in his Williams 	['Jacques', 'Villeneuve']
and Mika Hakkinen of Finland was third in a McLaren . 	['Mika', 'Hakkinen']
Frenchman Jean Alesi came fourth in his Benetton with 	['Jean', 'Alesi']
Britain 's Damon Hill fifth in a Williams and Gerhard Berger of 	['Damon', 'Hill', 'Gerhard', 'Berger']
Austria sixth in the other Benetton . 	[]
World drivers ' championship standings ( after 13 rounds ) : 	[]
1. Damon Hill ( Britain ) 81 points 	['Damon', 'Hill']
2. Jacques Villeneuve ( Canada ) 68 	['Jacques', 'Villeneuve']
3. Michael Schumacher ( Germany ) 39 	['Michael', 'Schumacher']
4. Jean Alesi ( France ) 38 	['Jean', 'Alesi']
5. Mika Hakkinen ( Finland ) 23 	['Mika', 'Hakkinen']
6. David Coulthard ( Britain ) 18 	['David', 'Coulthard']
7. Gerhard Berger ( Austria ) 17 	['Gerhard', 'Berger']
8. Olivier Panis ( France ) 13 	['Olivier', 'Panis']
9. Rubens Barrichello ( Brazil ) 12 	['Rubens', 'Barrichello']
10. Eddie Irvine ( Britain ) 9 	['Eddie', 'Irvine']
11. Heinz-Harald Frentzen ( Germany ) 6 	['Heinz-Harald', 'Frentzen']
12. Mika Salo ( Finland ) 5 	['Mika', 'Salo']
13. Johnny Herbert ( Britain ) 4 	['Johnny', 'Herbert']
14. Martin Brundle ( Britain ) 3 	['Martin', 'Brundle']
15 equal . 	[]
Jos Verstappen ( Netherlands ) 1 	['Jos', 'Verstappen']
15 equal . 	[]
Pedro Diniz ( Brazil ) 1 	['Pedro', 'Diniz']
Constructors ' championship : 	[]
1. Williams 149 points 	[]
2. Benetton 55 	[]
3. Ferrari 48 	[]
4. McLaren 41 	[]
5. Jordan 15 	[]
6. Ligier 14 	[]
7. Sauber 10 	[]
8. Tyrrell 5 	[]
9. Footwork 1 	[]
RALLYING - LEADING POSITIONS IN LAKES RALLY . 	[]
JYVASKYLA Finland 1996-08-25 	[]
Leading positions 	[]
after six of Sunday 's 12 special stages in the Lakes 	[]
Rally sixth round of the world championship : 	[]
1. Juha Kankkunen ( Finland ) Toyota Celica 2 hours 30 minutes 	['Juha', 'Kankkunen']
52 seconds 	[]
3. Tommi Makinen ( Finland ) Mitsubishi Lancer 8 seconds 	['Tommi', 'Makinen']
behind 	[]
2. Marcus Gronholm ( Finland ) Toyota Celica 1:46 	['Marcus', 'Gronholm']
4. Jarmo Kytolehto ( Finland ) Ford Escort 1:56 	['Jarmo', 'Kytolehto']
5. Kenneth Eriksson ( Sweden ) Subaru Impreza 2:05 	['Kenneth', 'Eriksson']
6. Thomas Radstrom ( Sweden ) Toyota Celica 2:23 	['Thomas', 'Radstrom']
MOTORCYCLING - WORLD SUPERBIKE CHAMPIONSHIP RESULTS . 	[]
SUGO Japan 1996-08-25 	[]
Leading results from round 	[]
nine of the superbike world championship on Sunday : 	[]
First race 	[]
1. Yuuchi Takeda ( Japan ) Honda 38 minutes 30.054 seconds 	['Yuuchi', 'Takeda']
2. Noriyuki Haga ( Japan ) Yamaha 38:30.140 	['Noriyuki', 'Haga']
3. Wataru Yoshikawa ( Japan ) Yamaha 38:32.353 	['Wataru', 'Yoshikawa']
4. Troy Corser ( Australia ) Ducati 38:34.436 	['Troy', 'Corser']
5. John Kocinski ( U.S. ) Ducati 38:36.306 	['John', 'Kocinski']
6. Aaron Slight ( New Zealand ) Honda 38:41.756 	['Aaron', 'Slight']
7. Norihiko Fujiwara ( Japan ) Yamaha 38:43.253 	['Norihiko', 'Fujiwara']
8. Carl Fogarty ( Britain ) Honda 38:49.595 	['Carl', 'Fogarty']
9. Akira Ryo ( Japan ) Kawasaki 38:50.269 	['Akira', 'Ryo']
10. Shiya Takeishi ( Japan ) Kawasaki 38:52.271 	['Shiya', 'Takeishi']
Fastest lap : Haga 147.159 kph . 	['Haga']
Second race 	[]
1. Takuma Aoki ( Japan ) Honda 38:18.759 	['Takuma', 'Aoki']
2. Kocinski 38:19.313 	['Kocinski']
3. Haga 38:32.040 	['Haga']
4. Slight 38:32.149 	['Slight']
5. Fogarty 38:32.719 	['Fogarty']
6. Fujiwara 38:33.595 	['Fujiwara']
7. Ryo 38:34.682 	['Ryo']
8. Takeishi 38:34.999 	['Takeishi']
9. Yoshikawa 38:35.297 	['Yoshikawa']
10. Corser 38:42.015 	['Corser']
Fastest lap : Aoki 147.786 kph 	['Aoki']
World championship standings ( after nine rounds ) : 	[]
1. Slight 280 points 	['Slight']
2. Corser 269 	['Corser']
3. Kocinski 254 	['Kocinski']
4. Fogarty 236 	['Fogarty']
5. Colin Edwards ( U.S. ) Yamaha 176 	['Colin', 'Edwards']
6. Pier Francesco Chili ( Italy ) Ducati 175 	['Pier', 'Francesco', 'Chili']
7. Simon Crafar ( New Zealand ) Kawasaki 132 	['Simon', 'Crafar']
8. Anthony Gobert ( Australia ) Kawasaki 117 	['Anthony', 'Gobert']
9. Yoshikawa 107 	['Yoshikawa']
10. Neil Hodgson ( Britain ) Ducati 82 	['Neil', 'Hodgson']
Revised placings for second race after the disqualification 	[]
of Japanese rider Noriyuki Haga for using an illegal carburettor 	['Noriyuki', 'Haga']
part : 	[]
1. Takuma Aoki ( Japan ) Honda 38:18.759 	['Takuma', 'Aoki']
2. Kocinski 38:19.313 	['Kocinski']
3. Slight 38:32.149 	['Slight']
4. Fogarty 38:32.719 	['Fogarty']
5. Fujiwara 38:33.595 	['Fujiwara']
6. Ryo 38:34.682 	['Ryo']
7. Takeishi 38:34.999 	['Takeishi']
8. Yoshikawa 38:35.297 	['Yoshikawa']
9. Corser 38:42.015 	['Corser']
10. Keiichi Kitigawa ( Japan ) Suzuki 38:42.333 	['Keiichi', 'Kitigawa']
Fastest lap : Aoki 147.786 kph 	['Aoki']
Revised world championship standings ( after nine rounds ) : 	[]
1. Slight 283 points 	['Slight']
2. Corser 270 	['Corser']
3. Kocinski 254 	['Kocinski']
4. Fogarty 238 	['Fogarty']
5. Colin Edwards ( U.S. ) Yamaha 176 	['Colin', 'Edwards']
6. Pier Francesco Chili ( Italy ) Ducati 175 	['Pier', 'Francesco', 'Chili']
7. Simon Crafar ( New Zealand ) Kawasaki 133 	['Simon', 'Crafar']
8. Anthony Gobert ( Australia ) Kawasaki 117 	['Anthony', 'Gobert']
9. Yoshikawa 108 	['Yoshikawa']
10. Neil Hodgson ( Britain ) Ducati 82 	['Neil', 'Hodgson']
MOTORCYCLING - JAPANESE WIN BOTH ROUND NINE SUPERBIKE RACES . 	['NINE']
SUGO Japan 1996-08-25 	[]
Teenager Yuuichi Takeda racing in only his first season outclassed the big names to win the first race in round nine of the world superbike championship on Sunday . 	['Yuuichi', 'Takeda']
Takeda 18 showed poise far beyond his years to overtake Australian Ducati rider Troy Corser last year 's championship runner-up with four of the 25 laps left . 	['Takeda', 'Troy', 'Corser']
Honda 's Takeda was pursued past Corser by the Yamaha duo of Noriyuki Haga and Wataru Yoshikawa with Haga briefly taking the lead in the final chicane on the last lap . 	['Takeda', 'Corser', 'Noriyuki', 'Haga', 'Wataru', 'Yoshikawa', 'Haga']
But Takeda found one more spurt of power to just take the flag first with Haga second and Yoshikawa third . 	['Takeda', 'Haga', 'Yoshikawa']
Haga had the consolation of recording the fastest lap at 147.159 kph . 	['Haga']
Corser who crashed during practice on Friday limped in fourth four seconds behind Takeda with championship leader Aaron Slight of New Zealand 11 seconds behind the winner . 	['Corser', 'Takeda', 'Aaron', 'Slight']
In the second race Takeda again challenged strongly until the fifth lap from the end when he crashed while running second to eventual race winner Takuma Aoki . 	['Takeda', 'Takuma', 'Aoki']
Aoki the elder brother of reigning 125cc world champion Haruchika had a race-long duel with John Kocinski of the United States on a Ducati before taking the chequered flag . 	['Aoki', 'Haruchika', 'John', 'Kocinski']
